name,strand,start,end,chrom
Cklf,+,104250860,104264936,chr8
Ckm,+,19411093,19421583,chr7
Ckmt1,+,121358640,121363737,chr2
Ckmt2,-,91853386,91876885,chr13
Cks1b,-,89415471,89418291,chr3
Cks1brt,+,85151923,85173622,chr8
Cks2,+,51645231,51650662,chr13
Clasp1,+,118389057,118609462,chr1
Clasp2,+,113741472,113919697,chr9
Clasrp,-,19581037,19604486,chr7
Clca1,-,145004536,145032776,chr3
Clca2,-,145070264,145099041,chr3
Clca3a1,-,144729676,144760977,chr3
Clca3a2,-,144796558,144819494,chr3
Clca3b,-,144822623,144849302,chr3
Clca4a,-,144952485,144975045,chr3
Clca4b,-,144910920,144932529,chr3
Clca4c,-,144879324,144896011,chr3
Clca4c-ps,-,144879321,144896011,chr3
Clcc1,+,108653912,108678840,chr3
Clcf1,+,4214391,4222615,chr19
Clcn1,+,42286684,42314656,chr6
Clcn2,-,20702965,20716636,chr16
Clcn3,-,60910388,60983311,chr8
Clcn4-2,-,7282308,7300851,chr7
Clcn5,-,7158411,7319358,chrX
Clcn6,-,148006483,148038767,chr4
Clcn7,+,25133393,25162099,chr17
Clcnka,-,141384610,141398706,chr4
Clcnkb,-,141404356,141415988,chr4
Cldn1,-,26356645,26371839,chr16
Cldn10,+,118787870,118874525,chr14
Cldn11,+,31149919,31164326,chr3
Cldn12,-,5505014,5514976,chr5
Cldn13,-,134914249,134915530,chr5
Cldn14,-,93919030,94008837,chr16
Cldn15,+,136967868,136975845,chr5
Cldn16,+,26463134,26482764,chr16
Cldn17,-,88505806,88506978,chr16
Cldn18,-,99690796,99717267,chr9
Cldn19,+,119255440,119262438,chr4
Cldn2,+,139800807,139811388,chrX
Cldn20,+,3532553,3533213,chr17
Cldn22,+,47824481,47825475,chr8
Cldn23,-,35824708,35826559,chr8
Cldn24,+,47822142,47822805,chr8
Cldn3,+,134986213,134987476,chr5
Cldn4,-,134945123,134946934,chr5
Cldn5,+,18776846,18778262,chr16
Cldn6,+,23679364,23682446,chr17
Cldn7,+,69964778,69967886,chr11
Cldn8,-,88560825,88563183,chr16
Cldn9,-,23682583,23684026,chr17
Cldnd1,+,58727909,58734247,chr16
Cldnd2,+,43440815,43443320,chr7
Clec10a,+,70166622,70170836,chr11
Clec11a,-,44303765,44306959,chr7
Clec12a,+,129350243,129365303,chr6
Clec12b,-,129375512,129385874,chr6
Clec14a,-,58264719,58269258,chr12
Clec16a,+,10545338,10744878,chr16
Clec18a,-,111069496,111081708,chr8
Clec1a,-,129426683,129452000,chr6
Clec1b,+,129397296,129405413,chr6
Clec2d,+,129180614,129186535,chr6
Clec2e,-,129091815,129100903,chr6
Clec2f,+,129014111,129020527,chr6
Clec2g,+,128934380,128984707,chr6
Clec2h,+,128662384,128677374,chr6
Clec2i,+,128887586,128898167,chr6
Clec2l,+,38663068,38680865,chr6
Clec3a,+,114418033,114428133,chr8
Clec3b,+,123150945,123157432,chr9
Clec4a1,+,122921847,122934619,chr6
Clec4a2,+,123122689,123143999,chr6
Clec4a3,+,122952514,122969878,chr6
Clec4a4,+,122990366,123024421,chr6
Clec4b1,+,123049961,123071555,chr6
Clec4b2,+,123173022,123204671,chr6
Clec4d,+,123262106,123275268,chr6
Clec4e,-,123281788,123289871,chr6
Clec4f,-,83644541,83656116,chr6
Clec4g,-,3716070,3720651,chr8
Clec4n,+,123229842,123247024,chr6
Clec5a,-,40574897,40585805,chr6
Clec7a,-,129461590,129472777,chr6
Clec9a,+,129408861,129424764,chr6
Clgn,+,83389890,83426829,chr8
Clhc1,+,29547949,29578352,chr11
Clic1,+,35050242,35058719,chr17
Clic3,+,25456842,25458772,chr2
Clic4,-,135213969,135272760,chr4
Clic5,+,44188571,44280168,chr17
Clic6,+,92498146,92541241,chr16
Clint1,+,45851963,45910625,chr11
Clip1,-,123577793,123684361,chr5
Clip2,-,134489382,134552434,chr5
Clip3,+,30291752,30308367,chr7
Clip4,+,71769690,71864210,chr17
Clk1,-,58411987,58424088,chr1
Clk2,+,89164804,89177087,chr3
Clk3,-,57750710,57765860,chr9
Clk4,+,51263113,51281770,chr11
Clmn,-,104763113,104865076,chr12
Clmp,+,40685963,40784046,chr9
Cln3,-,126571399,126584280,chr7
Cln5,+,103070215,103077630,chr14
Cln6,+,62838786,62852002,chr9
Cln8,+,14888535,14901719,chr8
Clnk,-,38706456,38876693,chr5
Clns1a,+,97696656,97720793,chr7
Clock,-,76209867,76304792,chr5
Clp1,-,84723121,84727268,chr2
Clpb,+,101663767,101790168,chr7
Clpp,+,56990263,56996371,chr17
Clps,-,28558213,28560714,chr17
Clpsl2,+,28549486,28552618,chr17
Clptm1,-,19631579,19665030,chr7
Clptm1l,+,73604001,73620639,chr13
Clpx,+,65294259,65330658,chr9
Clrn1,-,58844027,58885212,chr3
Clrn2,+,45453750,45464149,chr5
Clrn3,-,135511455,135528654,chr7
Clspn,+,126556979,126593903,chr4
Clstn1,+,149586467,149648899,chr4
Clstn2,-,97444394,98033167,chr9
Clstn3,-,124430755,124464784,chr6
Clta,+,44012642,44032848,chr4
Cltb,-,54592938,54611272,chr13
Cltc,-,86694652,86757492,chr11
Clu,+,65968482,65981545,chr14
Cluap1,+,3909008,3941147,chr16
Cluh,+,74649494,74670847,chr11
Clvs1,+,9269316,9451691,chr4
Clvs2,-,33512333,33624600,chr10
Clybl,+,122181693,122402234,chr14
Cma1,-,55941450,55944661,chr14
Cma2,+,55971427,55973995,chr14
Cmah,+,24327403,24477289,chr13
Cmas,+,142756685,142775714,chr6
Cmbl,+,31568911,31590119,chr15
Cmc1,-,118064526,118150196,chr9
Cmc2,-,116888684,116921436,chr8
Cmip,+,117257018,117461505,chr8
Cmklr1,-,113612354,113650390,chr5
Cml1,-,85910153,85915677,chr6
Cml2,-,85865421,85869137,chr6
Cml3,-,85760630,85765744,chr6
Cml5,-,85817217,85820972,chr6
Cmpk1,-,114960612,114987228,chr4
Cmpk2,+,26469214,26479837,chr12
Cmss1,-,57301999,57606867,chr16
Cmtm1,-,104293541,104310145,chr8
Cmtm2a,-,104281041,104293181,chr8
Cmtm2b,+,104322226,104330764,chr8
Cmtm3,+,104340593,104347672,chr8
Cmtm4,-,104348192,104395807,chr8
Cmtm5,+,54936469,54939277,chr14
Cmtm6,+,114731202,114749343,chr9
Cmtm7,-,114756835,114781993,chr9
Cmtm8,-,114789344,114844152,chr9
Cmtr1,+,29660600,29703359,chr17
Cmtr2,+,110217959,110224489,chr8
Cmya5,-,93040714,93144724,chr13
Cnbd2,+,156312472,156375638,chr2
Cnbp,-,87842614,87851106,chr6
Cndp1,-,84610508,84650095,chr18
Cndp2,-,84667464,84685702,chr18
Cnep1r1,+,88118758,88135197,chr8
Cnfn,-,25367615,25369724,chr7
Cnga1,-,72603696,72642752,chr5
Cnga2,+,71991874,72010218,chrX
Cnga3,+,37218277,37263384,chr1
Cnga4,+,105404567,105408738,chr7
Cngb1,-,95239042,95306585,chr8
Cngb3,+,19280849,19510623,chr4
Cnih1,-,46775567,46788357,chr14
Cnih2,-,5092867,5098521,chr19
Cnih3,+,181352627,181460641,chr1
Cnih4,+,181150930,181168994,chr1
Cnksr1,-,134228041,134238399,chr4
Cnksr2,-,157821572,158043110,chrX
Cnksr3,-,7119061,7212237,chr10
Cnn1,+,22099252,22109221,chr9
Cnn2,+,79988599,79995400,chr10
Cnn3,+,121426540,121458205,chr3
Cnnm1,+,43440435,43497213,chr19
Cnnm2,+,46761608,46878580,chr19
Cnnm3,+,36511875,36528237,chr1
Cnnm4,+,36471596,36508776,chr1
Cnot1,-,95719450,95807462,chr8
Cnot10,-,114585873,114640200,chr9
Cnot11,+,39535801,39546877,chr1
Cnot2,-,116485160,116581511,chr10
Cnot3,+,3645268,3661109,chr7
Cnot4,-,35022064,35133737,chr6
Cnot6,-,49671496,49712722,chr11
Cnot6l,-,96070332,96161990,chr5
Cnot7,-,40492537,40515847,chr8
Cnot8,+,58104152,58118594,chr11
Cnp,+,100574938,100581739,chr11
Cnppd1,-,75135214,75142368,chr1
Cnpy1,-,28205462,28237873,chr5
Cnpy2,+,128322458,128327187,chr10
Cnpy3,-,46735710,46752214,chr17
Cnpy4,+,138187534,138193894,chr5
Cnr1,+,33924631,33948831,chr4
Cnr2,+,135895188,135920219,chr4
Cnrip1,+,17051933,17079372,chr11
Cnst,+,179546528,179627473,chr1
Cntd1,+,101279202,101288701,chr11
Cntf,-,12763527,12765632,chr19
Cntfr,-,41657497,41697091,chr4
Cntln,+,84884308,85131921,chr4
Cntn1,+,92051164,92341967,chr15
Cntn2,-,132509424,132542940,chr1
Cntn3,-,102163305,102464667,chr6
Cntn4,+,105677744,106699305,chr6
Cntn5,-,9660890,10904775,chr9
Cntn6,+,104493043,104863405,chr6
Cntnap1,+,101176116,101190720,chr11
Cntnap2,+,45060060,47301371,chr6
Cntnap3,-,64737590,64903888,chr13
Cntnap4,+,112570042,112882707,chr8
Cntnap5a,+,115685136,116580674,chr1
Cntnap5b,+,99772764,100485942,chr1
Cntnap5c,+,57769569,58410342,chr17
Cntrl,+,35109491,35178822,chr2
Cntrob,-,69299495,69323873,chr11
Coa3,-,101277969,101278948,chr11
Coa4,+,100537099,100539812,chr7
Coa5,-,37417084,37430103,chr1
Coa6,+,126422500,126425435,chr8
Coa7,+,108328151,108340718,chr4
Coasy,+,101082564,101086619,chr11
Cobl,-,12236675,12464960,chr11
Cobll1,-,65088338,65238626,chr2
Coch,+,51593340,51605773,chr12
Cog1,+,113649528,113662401,chr11
Cog2,+,124520766,124552007,chr8
Cog3,-,75702350,75754493,chr14
Cog4,+,110847023,110882234,chr8
Cog5,+,31654868,31937630,chr12
Cog6,-,52982122,53017223,chr3
Cog7,-,121922838,121981693,chr7
Cog8,-,107048708,107056737,chr8
Coil,+,88973934,88991613,chr11
Col10a1,+,34389980,34397085,chr10
Col11a1,+,114030539,114220326,chr3
Col11a2,+,34039436,34066242,chr17
Col12a1,-,79598986,79718722,chr9
Col13a1,-,61838233,61979108,chr10
Col14a1,+,55307749,55520803,chr15
Col15a1,+,47208011,47313165,chr4
Col16a1,+,130047839,130099277,chr4
Col17a1,-,47646340,47692042,chr19
Col18a1,-,77052178,77166530,chr10
Col19a1,-,24257682,24587437,chr1
Col1a1,+,94936269,94951856,chr11
Col1a2,+,4505696,4541543,chr6
Col20a1,+,180986534,181017540,chr2
Col22a1,-,71798475,72034227,chr15
Col23a1,+,51289919,51583925,chr11
Col24a1,+,145292471,145552005,chr3
Col25a1,+,130180844,130599883,chr3
Col26a1,-,136741763,136883107,chr5
Col27a1,+,63215411,63334990,chr4
Col28a1,-,7997807,8192617,chr6
Col2a1,-,97975601,98004724,chr15
Col3a1,+,45311537,45349706,chr1
Col4a1,-,11198422,11312826,chr8
Col4a2,+,11312828,11449287,chr8
Col4a3,+,82586920,82722059,chr1
Col4a3bp,+,96542734,96640167,chr13
Col4a4,-,82450722,82586849,chr1
Col4a5,+,141475418,141689235,chrX
Col4a6,-,141165402,141474076,chrX
Col5a1,+,27886424,28039510,chr2
Col5a2,-,45374330,45503282,chr1
Col5a3,-,20770049,20815034,chr9
Col6a1,-,76708791,76726044,chr10
Col6a2,-,76595755,76623404,chr10
Col6a3,-,90766859,90843971,chr1
Col6a4,-,105990317,106096691,chr9
Col6a5,-,105856069,105960643,chr9
Col6a6,-,105689416,105828085,chr9
Col7a1,+,108953744,108984875,chr9
Col8a1,-,57624255,57754737,chr16
Col8a2,+,126286793,126314330,chr4
Col9a1,+,24177609,24252738,chr1
Col9a2,+,121039565,121055325,chr4
Col9a3,+,180598221,180622185,chr2
Colec10,+,54410773,54466358,chr15
Colec11,-,28594172,28623290,chr12
Colec12,+,9707647,9877995,chr18
Colgalt1,+,71611023,71624911,chr8
Colgalt2,+,152399866,152510695,chr1
Colq,-,31523083,31577383,chr14
Commd1,-,22899727,22982284,chr11
Commd10,+,46958875,47087994,chr18
Commd2,-,57644348,57651684,chr3
Commd3,+,18672461,18676216,chr2
Commd4,-,57155040,57158299,chr9
Commd5,+,76899940,76901297,chr15
Commd6,-,101633765,101640471,chr14
Commd7,-,153616929,153632781,chr2
Commd8,-,72156999,72168183,chr5
Commd9,+,101886261,101901639,chr2
Comp,+,70373547,70382066,chr8
Comt,-,18406881,18426716,chr16
Comtd1,-,21845860,21848910,chr14
Copa,+,172082528,172122332,chr1
Copb1,-,114215558,114254680,chr7
Copb2,+,98563730,98588375,chr9
Cope,+,70302784,70312990,chr8
Copg1,+,87887939,87913594,chr6
Copg2,-,30747553,30896794,chr6
Coprs,-,13884787,13890271,chr8
Cops2,-,125830301,125859082,chr2
Cops3,-,59817803,59839767,chr11
Cops4,+,100518308,100547802,chr5
Cops5,-,10024599,10038159,chr1
Cops6,+,138161101,138163984,chr5
Cops7a,-,124958410,124965529,chr6
Cops7b,+,86587099,86606500,chr1
Cops8,+,90603424,90613341,chr1
Copz1,+,103272917,103299864,chr15
Copz2,+,96849875,96861202,chr11
Coq10a,-,128363096,128370037,chr10
Coq10b,+,55052769,55072702,chr1
Coq2,-,100654725,100674256,chr5
Coq3,+,21879674,21912126,chr4
Coq4,+,29788262,29797743,chr2
Coq5,+,115279701,115296972,chr5
Coq6,+,84361967,84373796,chr12
Coq7,-,118509658,118533356,chr7
Coq9,+,94838416,94854895,chr8
Corin,-,72300024,72504540,chr5
Coro1a,-,126699773,126704816,chr7
Coro1b,+,4148662,4154035,chr19
Coro1c,-,113842438,113908706,chr5
Coro2a,-,46536936,46601929,chr4
Coro2b,-,62419491,62537044,chr9
Coro6,+,77463912,77469501,chr11
Coro7,-,4626883,4679720,chr16
Cort,-,149125190,149126741,chr4
Cotl1,-,119809213,119840579,chr8
Cox10,-,63962626,64079472,chr11
Cox11,+,90638183,90645977,chr11
Cox14,+,99725617,99728136,chr15
Cox15,-,43733253,43753000,chr19
Cox16,-,81470703,81485110,chr12
Cox17,+,38346998,38352763,chr16
Cox18,-,90214724,90223996,chr5
Cox19,-,139337821,139345166,chr5
Cox20,+,178319152,178322693,chr1
Cox4i1,+,120668224,120674209,chr8
Cox4i2,+,152754172,152765037,chr2
Cox5a,+,57521231,57532426,chr9
Cox5b,+,36691486,36693388,chr1
Cox6a1,-,115345653,115348955,chr5
Cox6a2,-,128205434,128206366,chr7
Cox6b1,-,30616973,30626151,chr7
Cox6b2,-,4751791,4753094,chr7
Cox6c,-,35931975,35938246,chr15
Cox7a1,+,30184170,30186030,chr7
Cox7a2,-,79755240,79759853,chr9
Cox7a2l,-,83501916,83514333,chr17
Cox7b,+,106015699,106022450,chrX
Cox7b2,-,71442822,71548205,chr5
Cox7c,-,86044797,86046795,chr13
Cox8a,-,7215157,7217616,chr19
Cox8b,-,140898941,140900446,chr7
Cox8c,+,102899305,102900534,chr12
Cp,+,19957053,20009750,chr3
Cpa1,+,30639220,30645361,chr6
Cpa2,+,30541641,30564473,chr6
Cpa3,-,20215615,20242181,chr3
Cpa4,+,30568375,30591747,chr6
Cpa5,+,30611009,30631521,chr6
Cpa6,-,10324718,10719945,chr1
Cpb1,-,20249483,20275729,chr3
Cpb2,+,75242286,75283553,chr14
Cpd,-,76777207,76847008,chr11
Cpe,-,64592550,64693040,chr8
Cpeb1,-,81347025,81454758,chr7
Cpeb2,+,43233462,43289724,chr5
Cpeb3,-,37021290,37207471,chr19
Cpeb4,+,31870939,31935635,chr11
Cped1,+,21985909,22255606,chr6
Cphx1,+,25942543,26235735,chr14
Cphx2,+,25942539,26235740,chr14
Cplx1,-,108518553,108550027,chr5
Cplx2,+,54371348,54383917,chr13
Cplx3,-,57599991,57606281,chr9
Cplx4,-,65955721,65970178,chr18
Cpm,+,117629499,117687352,chr10
Cpn1,-,43956307,43986520,chr19
Cpn2,-,30256378,30267532,chr16
Cpne1,-,156071840,156111965,chr2
Cpne2,+,94533027,94570529,chr8
Cpne3,-,19519251,19570104,chr4
Cpne4,+,104569787,105034544,chr9
Cpne5,-,29156520,29237790,chr17
Cpne6,+,55510447,55517431,chr14
Cpne7,+,123117373,123135185,chr8
Cpne8,-,90487480,90679388,chr15
Cpne9,+,113282306,113305571,chr6
Cpox,+,58670207,58680389,chr16
Cpped1,-,11803720,11909423,chr16
Cpq,+,33083128,33594552,chr15
Cps1,+,67123026,67231267,chr1
Cpsf1,-,76595807,76607591,chr15
Cpsf2,+,101975973,102005993,chr12
Cpsf3,+,21286296,21315056,chr12
Cpsf3l,+,155869566,155889103,chr4
Cpsf4,+,145167212,145182041,chr5
Cpsf4l,-,113698170,113710017,chr11
Cpsf6,-,117344667,117376973,chr10
Cpsf7,+,10525243,10547735,chr19
Cpt1a,+,3323300,3385733,chr19
Cpt1b,-,89416404,89425862,chr15
Cpt1c,-,44959371,44974851,chr7
Cpt2,-,107903981,107923589,chr4
Cptp,-,155864722,155869440,chr4
Cpvl,-,53873278,53978673,chr6
Cpxcr1,+,116448943,116478783,chrX
Cpxm1,-,130390774,130397629,chr2
Cpxm2,-,132042809,132154741,chr7
Cpz,-,35502217,35525626,chr5
Cr1l,-,195103787,195131570,chr1
Cr2,-,195136810,195176715,chr1
Crabp1,+,54764747,54773110,chr9
Crabp2,+,87948692,87953372,chr3
Cracr2a,+,127577974,127629938,chr6
Cracr2b,+,141461093,141466602,chr7
Cradd,-,95174745,95324097,chr10
Cramp1l,-,24961225,25015230,chr17
Crat,-,30400475,30415748,chr2
Crb1,-,139198253,139377076,chr1
Crb2,+,37776248,37799103,chr2
Crb3,+,57062276,57065914,chr17
Crbn,-,106778244,106800087,chr6
Crcp,+,130029305,130060783,chr5
Crct1,-,93014204,93015686,chr3
Creb1,+,64532803,64604548,chr1
Creb3,+,43562633,43567060,chr4
Creb3l1,-,91982327,92024170,chr2
Creb3l2,-,37331020,37442148,chr6
Creb3l3,-,81084332,81098872,chr10
Creb3l4,-,90237499,90243512,chr3
Creb5,+,53573373,53695832,chr6
Crebbp,-,4084047,4213404,chr16
Crebl2,+,134830198,134857883,chr6
Crebrf,+,26715649,26776626,chr17
Crebzf,+,90442780,90448043,chr7
Creg1,+,165763779,165775304,chr1
Creg2,-,39618405,39651182,chr1
Creld1,+,113483568,113493338,chr6
Creld2,+,88819645,88826681,chr15
Crem,-,3266353,3337589,chr18
Crh,-,19693400,19695396,chr3
Crhbp,-,95431375,95444831,chr13
Crhr1,+,104132881,104175518,chr11
Crhr2,-,55090048,55133016,chr6
Crim1,+,78200247,78376592,chr17
Crip1,+,113152011,113153879,chr12
Crip2,+,113140235,113145506,chr12
Crip3,+,46428941,46431771,chr17
Cript,+,87025560,87035808,chr17
Crisp1,-,40293757,40319207,chr17
Crisp2,-,40764733,40794146,chr17
Crisp3,-,40221776,40242258,chr17
Crisp4,-,18115190,18137051,chr1
Crispld1,+,17727416,17766207,chr1
Crispld2,+,119992469,120052793,chr8
Crk,+,75679258,75708428,chr11
Crkl,+,17451984,17487440,chr16
Crlf1,+,70493155,70504081,chr8
Crlf2,-,109554708,109558993,chr5
Crlf3,-,80046492,80080991,chr11
Crls1,+,132846665,132866768,chr2
Crmp1,+,37242057,37292163,chr5
Crnde,-,92326030,92356120,chr8
Crnkl1,-,145917481,145934700,chr2
Crnn,+,93144786,93149471,chr3
Crocc,-,141016636,141060545,chr4
Crot,-,8966047,8997146,chr5
Crp,+,172698055,172699966,chr1
Crtac1,-,42283036,42431783,chr19
Crtam,-,40972797,41004628,chr9
Crtap,-,114375130,114390712,chr9
Crtc1,-,70382357,70439573,chr8
Crtc2,+,90254280,90264125,chr3
Crtc3,-,80586631,80688877,chr7
Crx,-,15865946,15879955,chr7
Crxos,+,15882616,15904030,chr7
Cry1,-,85131699,85185054,chr10
Cry2,-,92403646,92434069,chr2
Cryaa,+,31677930,31681730,chr17
Cryab,+,50751324,50756635,chr9
Cryba1,-,77718731,77725293,chr11
Cryba2,-,74889933,74893143,chr1
Cryba4,-,112246532,112252502,chr5
Crybb1,+,112255820,112269582,chr5
Crybb2,-,113058257,113070117,chr5
Crybb3,-,113075838,113081584,chr5
Crybg3,-,59490774,59555752,chr16
Cryga,-,65100388,65103363,chr1
Crygb,-,65080221,65082290,chr1
Crygc,-,65071524,65073532,chr1
Crygd,-,65061837,65063440,chr1
Cryge,-,65048556,65051163,chr1
Crygf,+,65926521,65928304,chr1
Crygn,-,24751001,24757843,chr5
Crygs,-,22805202,22811410,chr16
Cryl1,-,57275033,57398483,chr14
Crym,-,120186383,120201988,chr7
Cryz,+,154596710,154623182,chr3
Cryzl1,-,91689321,91728802,chr16
Cs,+,128337831,128362479,chr10
Csad,-,102176997,102189043,chr15
Csdc2,+,81936758,81950941,chr15
Csde1,+,103020545,103058189,chr3
Cse1l,+,166906095,166946389,chr2
Csf1,-,107741047,107760469,chr3
Csf1r,+,61105571,61131139,chr18
Csf2,-,54247269,54249899,chr11
Csf2ra,-,61224401,61228418,chr19
Csf2rb,+,78325989,78351001,chr15
Csf2rb2,-,78282507,78305721,chr15
Csf3,+,98701312,98703629,chr11
Csf3r,+,126024658,126044975,chr4
Csgalnact1,-,68356780,68735146,chr8
Csgalnact2,-,118107451,118139140,chr6
Csk,-,57626645,57653631,chr9
Csl,-,99757704,99759658,chr10
Csmd1,-,15892544,17535385,chr8
Csmd2,+,127988043,128567656,chr4
Csmd2os,-,128133522,128166597,chr4
Csmd3,-,47580637,48791989,chr15
Csn1s1,+,87666207,87682577,chr5
Csn1s2a,+,87774449,87788798,chr5
Csn1s2b,+,87808120,87824421,chr5
Csn2,-,87692618,87699425,chr5
Csn3,+,87925632,87932264,chr5
Csnk1a1,+,61555581,61588299,chr18
Csnk1d,-,120961740,120991333,chr11
Csnk1e,-,79417851,79442057,chr15
Csnk1g1,+,65909009,66045014,chr9
Csnk1g2,+,80622779,80640771,chr10
Csnk1g3,+,53862112,53955684,chr18
Csnk2a1,+,152226839,152281851,chr2
Csnk2a2,-,95446095,95488820,chr8
Csnk2b,-,35116194,35122053,chr17
Csnka2ip,-,64477810,64479134,chr16
Cspg4,+,56865103,56899870,chr9
Cspg5,+,110243782,110262576,chr9
Cspp1,+,10038217,10136768,chr1
Csprs,-,111571,163011,chr1_GL456221_random
Csrnp1,-,119971165,119984658,chr9
Csrnp2,-,100479569,100495239,chr15
Csrnp3,+,65845766,66031546,chr2
Csrp1,+,135729196,135752229,chr1
Csrp2,+,110920175,110939514,chr10
Csrp2bp,+,144369031,144407675,chr2
Csrp3,-,48830397,48848051,chr7
Cst10,+,149405248,149410278,chr2
Cst11,-,148768617,148771497,chr2
Cst12,+,148789360,148793437,chr2
Cst13,+,148820098,148830410,chr2
Cst3,-,148871731,148875468,chr2
Cst6,-,5344704,5349574,chr19
Cst7,+,150570414,150578944,chr2
Cst8,+,148798838,148805584,chr2
Cst9,+,148835146,148838737,chr2
Csta1,-,36119945,36131189,chr16
Cstad,+,30595043,30608945,chr2
Cstb,+,78425669,78427622,chr10
Cstf1,+,172371002,172381086,chr2
Cstf2,+,134059175,134086822,chrX
Cstf2t,+,31082840,31086592,chr19
Cstf3,+,104590483,104665425,chr2
Cstl1,+,148750360,148755378,chr2
Ctag2,+,65047643,65049017,chrX
Ctage5,+,59129745,59190220,chr12
Ctbp1,-,33247722,33275004,chr5
Ctbp2,-,132987010,133123483,chr7
Ctbs,+,146450466,146465848,chr3
Ctc1,+,69015910,69036473,chr11
Ctcf,+,105636537,105682922,chr8
Ctcfl,-,173093608,173119525,chr2
Ctcflos,+,173124748,173133204,chr2
Ctdnep1,+,69981167,69990600,chr11
Ctdp1,-,80407958,80469667,chr18
Ctdsp1,+,74391608,74397285,chr1
Ctdsp2,+,126978716,126999975,chr10
Ctdspl,+,118926535,119044119,chr9
Ctdspl2,+,121956000,122015326,chr2
Ctf1,+,127712735,127718187,chr7
Ctf2,-,127718959,127725616,chr7
Ctgf,+,24595441,24598682,chr10
Cth,-,157894247,157925063,chr3
Cthrc1,+,39076931,39087119,chr15
Ctif,-,75431220,75697696,chr18
Ctla2a,-,60934154,60936625,chr13
Ctla2b,-,60895350,60897447,chr13
Ctla4,+,60909024,60915832,chr1
Ctnna1,+,35118911,35254775,chr18
Ctnna2,-,76881636,77979667,chr6
Ctnna3,+,63430097,65003667,chr10
Ctnnal1,-,56810934,56865211,chr4
Ctnnb1,+,120933399,120960507,chr9
Ctnnbip1,+,149518240,149566437,chr4
Ctnnbl1,+,157737400,157891903,chr2
Ctnnd1,-,84600780,84650740,chr2
Ctnnd2,+,30172592,31029343,chr15
Ctns,-,73183132,73199019,chr11
Ctps,-,120539867,120570276,chr4
Ctps2,+,162901559,163034541,chrX
Ctr9,+,111028950,111056377,chr7
Ctrb1,-,111686509,111691010,chr8
Ctrc,-,141838239,141846359,chr4
Ctrcos,+,141844320,141846990,chr4
Ctrl,-,105931993,105933862,chr8
Cts3,-,61564629,61570127,chr13
Cts6,-,61195146,61203392,chr13
Cts7,-,61352460,61358170,chr13
Cts8,-,61246746,61255348,chr13
Cts8-ps,-,61281379,61288850,chr13
Ctsa,+,164832871,164841032,chr2
Ctsb,+,63122461,63145923,chr14
Ctsc,+,88278092,88310875,chr7
Ctsd,-,142375915,142387870,chr7
Ctse,+,131638313,131675507,chr1
Ctsf,+,4855128,4860912,chr19
Ctsg,-,56099880,56102574,chr14
Ctsh,+,90054266,90076095,chr9
Ctsj,-,61000277,61005911,chr13
Ctsk,+,95499209,95509387,chr3
Ctsl,-,64363213,64370306,chr13
Ctsll3,-,60798249,60802844,chr13
Ctsm,-,61536443,61541839,chr13
Ctso,+,81932615,81956725,chr3
Ctsq,-,61035037,61040597,chr13
Ctsr,-,61159214,61164188,chr13
Ctss,+,95526785,95556405,chr3
Ctsw,-,5465239,5468498,chr19
Ctsz,-,174427493,174438992,chr2
Cttn,-,144435723,144470935,chr7
Cttnbp2,-,18366476,18514825,chr6
Cttnbp2nl,-,105001914,105053146,chr3
Ctu1,+,43672030,43678297,chr7
Ctu2,+,122476142,122483092,chr8
Ctxn1,-,4257645,4259274,chr8
Ctxn2,+,125136691,125147841,chr2
